"Date,SKU,Category,Our_Price,Comp_Price,Promotion_Flag,Discount_Depth,Units_Sold,Month"
"2024-04-01,BOOK-003,Books,14.32,17.8,0,0.0,41,4"
"2024-04-01,BOOK-001,Books,23.72,15.09,0,0.0,13,4"
"2024-04-01,GROC-003,Grocery,15.36,19.84,0,0.0,37,4"
"2024-04-01,GROC-005,Grocery,14.11,15.73,0,0.0,37,4"
"2024-04-01,FURN-002,Furniture,445.13,436.21,1,0.25,11,4"
"2024-04-01,FURN-005,Furniture,364.95,359.84,1,0.4,24,4"
"2024-04-01,FURN-003,Furniture,375.79,372.59,0,0.0,7,4"
"2024-04-01,GARD-005,Garden,45.47,36.05,1,0.25,47,4"
"2024-04-01,GARD-002,Garden,61.47,57.41,0,0.0,13,4"
"2024-04-01,GARD-004,Garden,61.83,70.48,0,0.0,22,4"
"2024-04-02,ELEC-005,Electronics,283.54,288.6,0,0.0,21,4"
"2024-04-02,ELEC-004,Electronics,283.9,282.98,0,0.0,17,4"
"2024-04-02,ELEC-002,Electronics,341.31,336.7,0,0.0,12,4"
"2024-04-02,APRL-002,Apparel,51.63,47.99,1,0.41,80,4"
"2024-04-02,APRL-003,Apparel,54.26,56.42,1,0.4,90,4"
"2024-04-02,APRL-002,Apparel,48.04,53.53,1,0.26,63,4"
"2024-04-02,HOME-001,Home_Goods,87.36,92.1,0,0.0,20,4"
"2024-04-02,HOME-003,Home_Goods,70.46,66.94,0,0.0,23,4"
"2024-04-02,HOME-002,Home_Goods,81.51,79.57,0,0.0,16,4"
"2024-04-02,TOYS-005,Toys,30.68,28.22,1,0.26,17,4"
"2024-04-02,TOYS-002,Toys,26.98,34.56,1,0.45,55,4"
"2024-04-02,TOYS-005,Toys,27.87,25.71,0,0.0,13,4"
"2024-04-02,SPRT-004,Sports,102.87,103.24,0,0.0,17,4"
"2024-04-02,SPRT-003,Sports,97.56,101.62,0,0.0,19,4"
"2024-04-02,BETY-005,Beauty,36.4,31.07,0,0.0,22,4"
"2024-04-02,BETY-004,Beauty,40.28,48.54,0,0.0,24,4"
"2024-04-02,BOOK-002,Books,23.69,23.75,1,0.33,50,4"
"2024-04-02,BOOK-001,Books,14.13,22.09,0,0.0,39,4"
"2024-04-02,GROC-001,Grocery,12.94,13.12,0,0.0,55,4"
"2024-04-02,GROC-001,Grocery,11.93,4.49,1,0.34,98,4"
"2024-04-02,GROC-001,Grocery,11.73,3.74,0,0.0,40,4"
"2024-04-02,FURN-004,Furniture,336.35,337.36,0,0.0,13,4"
"2024-04-02,FURN-001,Furniture,350.37,346.82,1,0.11,12,4"
"2024-04-02,FURN-005,Furniture,374.06,383.9,1,0.12,15,4"
"2024-04-02,GARD-001,Garden,44.76,37.03,1,0.14,31,4"
"2024-04-02,GARD-001,Garden,58.76,53.02,0,0.0,13,4"
"2024-04-03,ELEC-004,Electronics,302.35,308.82,0,0.0,17,4"
"2024-04-03,ELEC-002,Electronics,292.68,297.49,0,0.0,16,4"
"2024-04-03,APRL-002,Apparel,54.83,57.79,0,0.0,27,4"
"2024-04-03,APRL-001,Apparel,57.6,61.74,0,0.0,27,4"
"2024-04-03,APRL-001,Apparel,55.31,57.67,0,0.0,31,4"
"2024-04-03,HOME-003,Home_Goods,70.42,68.77,0,0.0,23,4"
"2024-04-03,HOME-002,Home_Goods,87.41,84.18,0,0.0,17,4"
"2024-04-03,HOME-002,Home_Goods,76.31,86.08,0,0.0,23,4"
"2024-04-03,TOYS-001,Toys,28.94,27.56,0,0.0,10,4"
"2024-04-03,TOYS-003,Toys,30.34,27.23,0,0.0,11,4"
"2024-04-03,TOYS-002,Toys,34.83,31.39,0,0.0,9,4"
"2024-04-03,SPRT-002,Sports,104.19,111.34,0,0.0,17,4"
"2024-04-03,SPRT-005,Sports,85.79,79.55,1,0.44,54,4"
"2024-04-03,SPRT-005,Sports,74.61,76.36,1,0.38,81,4"
"2024-04-03,BETY-002,Beauty,37.32,28.3,1,0.15,25,4"
"2024-04-03,BETY-001,Beauty,32.64,24.75,1,0.28,54,4"
"2024-04-03,BETY-005,Beauty,37.4,33.87,0,0.0,21,4"
"2024-04-03,BOOK-002,Books,22.12,15.24,0,0.0,14,4"
"2024-04-03,BOOK-001,Books,23.16,31.33,1,0.29,46,4"
"2024-04-03,GROC-004,Grocery,11.15,10.81,0,0.0,45,4"
"2024-04-03,GROC-002,Grocery,14.2,10.95,0,0.0,27,4"
"2024-04-03,FURN-004,Furniture,346.9,353.51,0,0.0,11,4"
"2024-04-03,FURN-003,Furniture,331.52,329.45,0,0.0,9,4"
"2024-04-03,FURN-001,Furniture,436.64,427.92,0,0.0,6,4"
"2024-04-03,GARD-002,Garden,56.85,56.87,0,0.0,22,4"
"2024-04-03,GARD-001,Garden,42.89,49.37,0,0.0,37,4"
"2024-04-03,GARD-001,Garden,59.57,68.38,0,0.0,24,4"
"2024-04-04,ELEC-005,Electronics,307.55,312.29,1,0.19,28,4"
"2024-04-04,ELEC-001,Electronics,301.81,300.03,0,0.0,15,4"
"2024-04-04,APRL-003,Apparel,39.87,34.22,0,0.0,42,4"
"2024-04-04,APRL-004,Apparel,50.31,45.71,0,0.0,25,4"
"2024-04-04,APRL-001,Apparel,41.02,33.27,0,0.0,38,4"
"2024-04-04,HOME-005,Home_Goods,93.34,92.03,1,0.26,28,4"
"2024-04-04,HOME-001,Home_Goods,77.27,78.4,0,0.0,27,4"
"2024-04-04,TOYS-002,Toys,22.45,20.93,1,0.21,25,4"
"2024-04-04,TOYS-004,Toys,26.48,20.11,1,0.39,35,4"
"2024-04-04,TOYS-005,Toys,24.98,17.4,1,0.28,31,4"
"2024-04-04,SPRT-002,Sports,87.44,93.26,0,0.0,23,4"
"2024-04-04,SPRT-002,Sports,81.02,74.01,1,0.26,35,4"
"2024-04-04,BETY-005,Beauty,30.08,35.33,0,0.0,41,4"
"2024-04-04,BETY-002,Beauty,30.76,23.5,0,0.0,28,4"
"2024-04-04,BOOK-003,Books,16.02,23.2,0,0.0,35,4"
"2024-04-04,BOOK-001,Books,16.13,13.61,0,0.0,22,4"
"2024-04-04,GROC-002,Grocery,9.76,1.05,0,0.0,50,4"
"2024-04-04,GROC-002,Grocery,8.51,3.04,0,0.0,74,4"
"2024-04-04,GROC-004,Grocery,13.6,5.48,0,0.0,38,4"
"2024-04-04,FURN-004,Furniture,417.99,424.42,0,0.0,10,4"
"2024-04-04,FURN-004,Furniture,352.02,355.12,0,0.0,13,4"
"2024-04-04,GARD-003,Garden,66.41,60.44,0,0.0,13,4"
"2024-04-04,GARD-005,Garden,46.44,46.77,0,0.0,31,4"
"2024-04-05,ELEC-002,Electronics,336.24,338.91,0,0.0,14,4"
"2024-04-05,ELEC-003,Electronics,338.62,334.07,0,0.0,12,4"
"2024-04-05,APRL-005,Apparel,51.32,45.1,1,0.33,50,4"
"2024-04-05,APRL-005,Apparel,46.92,40.79,0,0.0,32,4"
"2024-04-05,HOME-004,Home_Goods,90.68,93.99,0,0.0,20,4"
"2024-04-05,HOME-002,Home_Goods,67.03,69.14,0,0.0,32,4"
"2024-04-05,HOME-004,Home_Goods,86.01,84.36,0,0.0,14,4"
"2024-04-05,TOYS-002,Toys,29.47,33.12,0,0.0,16,4"
"2024-04-05,TOYS-003,Toys,33.18,28.15,0,0.0,10,4"
"2024-04-05,TOYS-004,Toys,31.5,39.5,0,0.0,14,4"
"2024-04-05,SPRT-001,Sports,90.91,90.8,0,0.0,16,4"
"2024-04-05,SPRT-005,Sports,82.8,73.49,0,0.0,17,4"
"2024-04-05,SPRT-005,Sports,75.41,67.12,0,0.0,23,4"
"2024-04-05,BETY-003,Beauty,28.58,31.27,0,0.0,41,4"
"2024-04-05,BETY-005,Beauty,38.25,45.88,0,0.0,25,4"
"2024-04-05,BETY-002,Beauty,36.88,36.79,0,0.0,21,4"
"2024-04-05,BOOK-004,Books,20.5,19.85,0,0.0,17,4"
"2024-04-05,BOOK-004,Books,22.21,21.23,0,0.0,18,4"
"2024-04-05,BOOK-004,Books,15.52,9.0,1,0.36,71,4"
"2024-04-05,GROC-005,Grocery,12.18,18.7,0,0.0,59,4"
"2024-04-05,GROC-004,Grocery,13.88,21.08,0,0.0,40,4"
"2024-04-05,FURN-004,Furniture,360.05,357.22,0,0.0,9,4"
"2024-04-05,FURN-003,Furniture,397.52,388.1,1,0.29,16,4"
"2024-04-05,FURN-002,Furniture,432.29,438.5,0,0.0,9,4"
"2024-04-05,GARD-002,Garden,59.46,64.74,0,0.0,20,4"
"2024-04-05,GARD-005,Garden,46.64,40.72,0,0.0,25,4"
"2024-04-05,GARD-004,Garden,47.0,42.7,0,0.0,21,4"
"2024-04-06,ELEC-004,Electronics,322.6,312.76,0,0.0,15,4"
"2024-04-06,ELEC-003,Electronics,320.89,328.41,0,0.0,19,4"
"2024-04-06,APRL-004,Apparel,41.15,48.4,1,0.27,96,4"
"2024-04-06,APRL-002,Apparel,40.89,42.54,1,0.22,99,4"
"2024-04-06,APRL-005,Apparel,42.34,36.8,1,0.25,81,4"
"2024-04-06,HOME-001,Home_Goods,91.64,94.43,1,0.34,51,4"
"2024-04-06,HOME-003,Home_Goods,70.83,80.57,0,0.0,34,4"
"2024-04-06,HOME-004,Home_Goods,82.45,75.47,0,0.0,22,4"
"2024-04-06,TOYS-003,Toys,28.82,24.0,0,0.0,13,4"
"2024-04-06,TOYS-002,Toys,33.38,38.24,0,0.0,12,4"
"2024-04-06,SPRT-002,Sports,86.46,78.31,0,0.0,21,4"
"2024-04-06,SPRT-005,Sports,98.75,102.99,1,0.3,39,4"
"2024-04-06,SPRT-004,Sports,69.83,60.46,0,0.0,29,4"
"2024-04-06,BETY-002,Beauty,30.82,27.36,1,0.24,57,4"
"2024-04-06,BETY-002,Beauty,41.96,50.57,0,0.0,28,4"
"2024-04-06,BETY-005,Beauty,41.35,46.31,0,0.0,28,4"
"2024-04-06,BOOK-001,Books,15.87,23.76,1,0.13,58,4"
"2024-04-06,BOOK-004,Books,17.72,8.28,1,0.16,32,4"
"2024-04-06,GROC-004,Grocery,14.7,12.16,0,0.0,31,4"
"2024-04-06,GROC-001,Grocery,9.21,11.62,0,0.0,96,4"
"2024-04-06,FURN-004,Furniture,405.86,408.41,0,0.0,10,4"
"2024-04-06,FURN-002,Furniture,447.45,449.18,0,0.0,10,4"
"2024-04-06,FURN-003,Furniture,353.05,347.01,0,0.0,10,4"
"2024-04-06,GARD-005,Garden,46.13,38.54,0,0.0,22,4"
"2024-04-06,GARD-005,Garden,56.07,62.05,1,0.44,87,4"
"2024-04-07,ELEC-002,Electronics,278.27,271.76,0,0.0,20,4"
"2024-04-07,ELEC-001,Electronics,268.45,273.45,0,0.0,23,4"
"2024-04-07,ELEC-004,Electronics,292.5,293.67,1,0.34,44,4"
"2024-04-07,APRL-003,Apparel,43.74,40.21,0,0.0,38,4"
"2024-04-07,APRL-005,Apparel,50.85,46.81,1,0.1,33,4"
"2024-04-07,APRL-005,Apparel,58.65,56.17,1,0.24,45,4"
"2024-04-07,HOME-001,Home_Goods,72.74,79.83,0,0.0,30,4"
"2024-04-07,HOME-002,Home_Goods,87.8,89.8,1,0.43,65,4"
"2024-04-07,HOME-005,Home_Goods,76.53,72.54,0,0.0,24,4"
"2024-04-07,TOYS-003,Toys,24.39,19.8,0,0.0,16,4"
"2024-04-07,TOYS-001,Toys,36.07,41.79,0,0.0,14,4"
"2024-04-07,TOYS-005,Toys,28.68,29.43,0,0.0,18,4"
"2024-04-07,SPRT-004,Sports,74.07,71.0,0,0.0,25,4"
"2024-04-07,SPRT-003,Sports,73.69,76.76,0,0.0,37,4"
"2024-04-07,BETY-005,Beauty,39.22,32.01,0,0.0,21,4"
"2024-04-07,BETY-005,Beauty,30.18,31.88,0,0.0,46,4"
"2024-04-07,BOOK-001,Books,17.71,9.22,0,0.0,25,4"
"2024-04-07,BOOK-001,Books,23.07,25.56,0,0.0,21,4"
"2024-04-07,GROC-002,Grocery,14.93,20.83,0,0.0,39,4"
"2024-04-07,GROC-002,Grocery,8.64,13.66,1,0.13,143,4"
"2024-04-07,GROC-002,Grocery,9.34,18.91,0,0.0,80,4"
"2024-04-07,FURN-001,Furniture,455.1,462.85,1,0.41,25,4"
"2024-04-07,FURN-002,Furniture,451.17,458.45,0,0.0,9,4"
"2024-04-07,FURN-001,Furniture,411.3,414.69,0,0.0,11,4"
"2024-04-07,GARD-002,Garden,52.56,57.85,1,0.39,79,4"
"2024-04-07,GARD-003,Garden,43.9,44.03,0,0.0,36,4"
"2024-04-08,ELEC-005,Electronics,342.95,341.52,0,0.0,11,4"
"2024-04-08,ELEC-004,Electronics,261.53,258.03,0,0.0,18,4"
"2024-04-08,ELEC-004,Electronics,282.85,286.01,0,0.0,20,4"
"2024-04-08,APRL-004,Apparel,42.4,38.1,0,0.0,35,4"
"2024-04-08,APRL-001,Apparel,52.63,46.77,1,0.39,71,4"
"2024-04-08,APRL-005,Apparel,56.69,48.4,0,0.0,24,4"
"2024-04-08,HOME-004,Home_Goods,72.77,71.19,0,0.0,23,4"
"2024-04-08,HOME-002,Home_Goods,81.09,81.77,0,0.0,26,4"
"2024-04-08,TOYS-005,Toys,24.49,15.71,1,0.25,27,4"
"2024-04-08,TOYS-005,Toys,34.75,43.66,1,0.4,28,4"
"2024-04-08,TOYS-005,Toys,36.23,40.41,1,0.11,12,4"
"2024-04-08,SPRT-002,Sports,75.87,67.17,0,0.0,23,4"
"2024-04-08,SPRT-004,Sports,104.99,97.35,0,0.0,14,4"
"2024-04-08,SPRT-003,Sports,102.29,94.53,0,0.0,15,4"
"2024-04-08,BETY-002,Beauty,40.51,37.84,1,0.44,50,4"
"2024-04-08,BETY-004,Beauty,39.68,33.56,1,0.41,59,4"
"2024-04-08,BOOK-002,Books,23.95,28.65,1,0.4,51,4"
"2024-04-08,BOOK-004,Books,23.59,26.36,0,0.0,19,4"
"2024-04-08,GROC-004,Grocery,15.82,17.46,0,0.0,41,4"
"2024-04-08,GROC-004,Grocery,12.39,2.46,1,0.17,53,4"
"2024-04-08,FURN-002,Furniture,363.04,362.55,0,0.0,8,4"
"2024-04-08,FURN-001,Furniture,436.92,434.23,0,0.0,6,4"
"2024-04-08,GARD-003,Garden,58.53,67.6,0,0.0,21,4"
"2024-04-08,GARD-001,Garden,46.93,48.14,0,0.0,31,4"
"2024-04-08,GARD-002,Garden,65.58,66.88,0,0.0,16,4"
"2024-04-09,ELEC-004,Electronics,319.5,317.2,1,0.3,25,4"
"2024-04-09,ELEC-002,Electronics,277.82,271.71,0,0.0,14,4"
"2024-04-09,APRL-003,Apparel,46.63,46.77,0,0.0,39,4"
"2024-04-09,APRL-001,Apparel,42.62,43.51,0,0.0,46,4"
"2024-04-09,APRL-002,Apparel,44.41,48.26,0,0.0,40,4"
"2024-04-09,HOME-003,Home_Goods,89.69,97.34,0,0.0,22,4"
"2024-04-09,HOME-003,Home_Goods,66.97,72.13,0,0.0,29,4"
"2024-04-09,HOME-004,Home_Goods,69.1,61.22,0,0.0,25,4"
"2024-04-09,TOYS-005,Toys,22.32,18.91,0,0.0,15,4"
"2024-04-09,TOYS-002,Toys,33.86,39.19,0,0.0,12,4"
"2024-04-09,SPRT-003,Sports,101.09,110.03,1,0.12,22,4"
"2024-04-09,SPRT-001,Sports,92.27,92.71,0,0.0,21,4"
"2024-04-09,BETY-003,Beauty,41.49,34.42,0,0.0,20,4"
"2024-04-09,BETY-001,Beauty,32.93,26.34,0,0.0,24,4"
"2024-04-09,BETY-004,Beauty,30.54,33.9,1,0.31,79,4"
"2024-04-09,BOOK-001,Books,23.95,32.71,1,0.41,48,4"
"2024-04-09,BOOK-005,Books,16.82,14.46,1,0.14,35,4"
"2024-04-09,GROC-002,Grocery,12.89,17.2,0,0.0,45,4"
"2024-04-09,GROC-004,Grocery,10.4,9.08,1,0.14,69,4"
"2024-04-09,GROC-004,Grocery,13.14,17.21,0,0.0,51,4"
"2024-04-09,FURN-002,Furniture,405.64,411.72,0,0.0,11,4"
"2024-04-09,FURN-002,Furniture,408.24,412.1,0,0.0,9,4"
"2024-04-09,GARD-005,Garden,63.54,57.93,0,0.0,16,4"
"2024-04-09,GARD-003,Garden,56.34,65.56,1,0.22,41,4"
"2024-04-10,ELEC-002,Electronics,341.93,338.66,1,0.25,20,4"
"2024-04-10,ELEC-003,Electronics,279.57,276.88,0,0.0,16,4"
"2024-04-10,ELEC-001,Electronics,334.0,343.92,0,0.0,15,4"
"2024-04-10,APRL-001,Apparel,39.1,39.28,0,0.0,55,4"
"2024-04-10,APRL-002,Apparel,43.63,44.47,1,0.33,110,4"
"2024-04-10,HOME-002,Home_Goods,70.5,77.39,0,0.0,25,4"
"2024-04-10,HOME-002,Home_Goods,77.88,74.15,0,0.0,20,4"
"2024-04-10,HOME-001,Home_Goods,84.89,79.67,1,0.4,40,4"
"2024-04-10,TOYS-003,Toys,25.66,27.07,0,0.0,16,4"
"2024-04-10,TOYS-004,Toys,22.2,20.85,0,0.0,14,4"
"2024-04-10,TOYS-002,Toys,28.0,30.93,0,0.0,15,4"
"2024-04-10,SPRT-001,Sports,78.4,70.4,1,0.35,50,4"
"2024-04-10,SPRT-003,Sports,86.45,89.1,1,0.2,36,4"
"2024-04-10,SPRT-003,Sports,80.74,74.97,0,0.0,16,4"
"2024-04-10,BETY-002,Beauty,28.05,21.78,0,0.0,30,4"
"2024-04-10,BETY-002,Beauty,38.25,39.88,0,0.0,22,4"
"2024-04-10,BETY-005,Beauty,35.65,45.38,0,0.0,30,4"
"2024-04-10,BOOK-001,Books,15.38,13.75,0,0.0,31,4"
"2024-04-10,BOOK-002,Books,20.91,19.34,0,0.0,19,4"
"2024-04-10,BOOK-005,Books,17.76,16.7,0,0.0,24,4"
"2024-04-10,GROC-005,Grocery,11.24,7.07,1,0.29,81,4"
"2024-04-10,GROC-002,Grocery,8.5,11.55,0,0.0,87,4"
"2024-04-10,GROC-002,Grocery,8.74,9.08,1,0.29,196,4"
"2024-04-10,FURN-004,Furniture,405.15,413.7,0,0.0,9,4"
"2024-04-10,FURN-005,Furniture,425.83,430.78,1,0.18,12,4"
"2024-04-10,GARD-002,Garden,45.65,44.4,0,0.0,25,4"
"2024-04-10,GARD-002,Garden,50.98,52.4,0,0.0,28,4"
"2024-04-11,ELEC-003,Electronics,273.55,276.58,0,0.0,20,4"
"2024-04-11,ELEC-005,Electronics,280.12,280.32,0,0.0,19,4"
"2024-04-11,APRL-005,Apparel,56.13,52.33,0,0.0,21,4"
"2024-04-11,APRL-003,Apparel,46.69,37.79,0,0.0,33,4"
"2024-04-11,APRL-003,Apparel,50.1,46.01,1,0.23,48,4"
"2024-04-11,HOME-005,Home_Goods,92.02,99.11,1,0.15,28,4"
"2024-04-11,HOME-005,Home_Goods,93.92,101.37,0,0.0,17,4"
"2024-04-11,HOME-005,Home_Goods,76.18,83.65,1,0.41,79,4"
"2024-04-11,TOYS-002,Toys,33.69,33.22,0,0.0,8,4"
"2024-04-11,TOYS-001,Toys,30.79,29.95,0,0.0,11,4"
"2024-04-11,TOYS-002,Toys,33.7,42.51,0,0.0,12,4"
"2024-04-11,SPRT-002,Sports,72.18,72.06,0,0.0,25,4"
"2024-04-11,SPRT-004,Sports,76.41,78.94,1,0.12,34,4"
"2024-04-11,SPRT-001,Sports,106.52,111.0,0,0.0,18,4"
"2024-04-11,BETY-001,Beauty,27.61,37.37,0,0.0,41,4"
"2024-04-11,BETY-001,Beauty,31.5,28.4,0,0.0,29,4"
"2024-04-11,BETY-004,Beauty,32.82,41.85,0,0.0,36,4"
"2024-04-11,BOOK-001,Books,16.06,7.48,0,0.0,26,4"
"2024-04-11,BOOK-005,Books,22.79,27.88,0,0.0,18,4"
"2024-04-11,GROC-003,Grocery,13.52,20.92,0,0.0,43,4"
"2024-04-11,GROC-002,Grocery,9.64,13.36,0,0.0,68,4"
"2024-04-11,GROC-005,Grocery,10.21,8.63,1,0.24,92,4"
"2024-04-11,FURN-001,Furniture,383.09,387.68,1,0.23,15,4"
"2024-04-11,FURN-005,Furniture,446.67,445.79,0,0.0,6,4"
"2024-04-11,FURN-004,Furniture,362.05,361.93,0,0.0,7,4"
"2024-04-11,GARD-003,Garden,45.31,55.12,0,0.0,37,4"
"2024-04-11,GARD-005,Garden,44.12,48.79,0,0.0,32,4"
"2024-04-11,GARD-002,Garden,55.75,62.62,1,0.25,40,4"
"2024-04-12,ELEC-004,Electronics,287.88,285.62,0,0.0,13,4"
"2024-04-12,ELEC-004,Electronics,317.59,316.17,0,0.0,13,4"
"2024-04-12,APRL-003,Apparel,51.33,43.21,0,0.0,29,4"
"2024-04-12,APRL-003,Apparel,43.75,42.5,0,0.0,29,4"
"2024-04-12,APRL-001,Apparel,47.91,52.15,0,0.0,42,4"
"2024-04-12,HOME-005,Home_Goods,91.82,95.88,1,0.28,33,4"
"2024-04-12,HOME-002,Home_Goods,80.63,83.97,0,0.0,25,4"
"2024-04-12,HOME-004,Home_Goods,69.96,77.05,1,0.16,38,4"
"2024-04-12,TOYS-003,Toys,28.5,37.06,0,0.0,14,4"
"2024-04-12,TOYS-003,Toys,36.46,45.31,0,0.0,11,4"
"2024-04-12,SPRT-002,Sports,103.97,95.16,0,0.0,15,4"
"2024-04-12,SPRT-001,Sports,85.17,83.04,0,0.0,17,4"
"2024-04-12,BETY-001,Beauty,33.12,39.12,0,0.0,31,4"
"2024-04-12,BETY-001,Beauty,31.52,22.6,0,0.0,28,4"
"2024-04-12,BOOK-003,Books,21.17,13.8,0,0.0,19,4"
"2024-04-12,BOOK-002,Books,17.47,18.24,0,0.0,27,4"
"2024-04-12,BOOK-001,Books,14.53,7.36,0,0.0,31,4"
"2024-04-12,GROC-002,Grocery,8.51,5.64,0,0.0,69,4"
"2024-04-12,GROC-003,Grocery,14.51,23.59,1,0.19,72,4"
"2024-04-12,GROC-004,Grocery,9.16,-0.24,0,0.0,61,4"
"2024-04-12,FURN-004,Furniture,441.11,437.4,0,0.0,7,4"
"2024-04-12,FURN-004,Furniture,347.06,339.73,1,0.37,21,4"
"2024-04-12,GARD-004,Garden,66.1,59.5,1,0.18,20,4"
"2024-04-12,GARD-004,Garden,65.51,73.09,0,0.0,17,4"
"2024-04-13,ELEC-003,Electronics,273.35,264.39,0,0.0,16,4"
"2024-04-13,ELEC-001,Electronics,339.89,333.87,0,0.0,14,4"
"2024-04-13,APRL-003,Apparel,43.94,40.12,0,0.0,34,4"
"2024-04-13,APRL-003,Apparel,45.52,38.19,0,0.0,37,4"
"2024-04-13,HOME-001,Home_Goods,75.24,70.29,1,0.15,35,4"
"2024-04-13,HOME-004,Home_Goods,82.06,81.14,0,0.0,20,4"
"2024-04-13,HOME-004,Home_Goods,93.95,87.58,1,0.15,24,4"
"2024-04-13,TOYS-004,Toys,34.22,39.26,0,0.0,13,4"
"2024-04-13,TOYS-005,Toys,31.61,23.7,0,0.0,11,4"
"2024-04-13,TOYS-004,Toys,31.16,33.42,0,0.0,16,4"
"2024-04-13,SPRT-001,Sports,96.27,95.26,1,0.1,21,4"
"2024-04-13,SPRT-001,Sports,90.87,92.01,0,0.0,23,4"
"2024-04-13,SPRT-003,Sports,103.11,97.52,1,0.11,17,4"
"2024-04-13,BETY-003,Beauty,35.58,30.67,1,0.36,69,4"
"2024-04-13,BETY-001,Beauty,28.85,24.58,0,0.0,35,4"
"2024-04-13,BETY-002,Beauty,36.83,27.95,0,0.0,24,4"
"2024-04-13,BOOK-002,Books,22.44,22.68,0,0.0,21,4"
"2024-04-13,BOOK-005,Books,18.67,18.4,0,0.0,23,4"
"2024-04-13,GROC-002,Grocery,11.78,11.7,0,0.0,46,4"
"2024-04-13,GROC-005,Grocery,9.03,17.95,0,0.0,102,4"
"2024-04-13,FURN-002,Furniture,407.98,402.91,0,0.0,9,4"
"2024-04-13,FURN-003,Furniture,346.7,352.41,1,0.17,19,4"
"2024-04-13,GARD-003,Garden,62.18,58.46,1,0.26,36,4"
"2024-04-13,GARD-005,Garden,48.0,56.94,0,0.0,39,4"
"2024-04-13,GARD-001,Garden,51.01,47.37,0,0.0,25,4"
"2024-04-14,ELEC-002,Electronics,267.6,275.79,0,0.0,22,4"
"2024-04-14,ELEC-002,Electronics,314.68,320.39,0,0.0,20,4"
"2024-04-14,ELEC-002,Electronics,285.42,284.41,0,0.0,15,4"
"2024-04-14,APRL-002,Apparel,50.55,54.07,0,0.0,37,4"
"2024-04-14,APRL-002,Apparel,50.5,47.06,0,0.0,27,4"
"2024-04-14,HOME-005,Home_Goods,87.24,95.99,1,0.23,39,4"
"2024-04-14,HOME-005,Home_Goods,78.65,69.19,0,0.0,20,4"
"2024-04-14,TOYS-004,Toys,34.91,30.04,1,0.19,14,4"
"2024-04-14,TOYS-004,Toys,33.36,37.3,0,0.0,11,4"
"2024-04-14,SPRT-002,Sports,80.24,75.49,1,0.35,46,4"
"2024-04-14,SPRT-001,Sports,99.26,90.3,0,0.0,18,4"
"2024-04-14,SPRT-001,Sports,99.49,107.02,0,0.0,24,4"
"2024-04-14,BETY-002,Beauty,39.63,47.52,1,0.44,91,4"
"2024-04-14,BETY-001,Beauty,29.41,27.33,0,0.0,31,4"
"2024-04-14,BETY-002,Beauty,31.6,39.77,0,0.0,39,4"
"2024-04-14,BOOK-002,Books,16.59,16.36,0,0.0,25,4"
"2024-04-14,BOOK-004,Books,16.47,25.95,0,0.0,39,4"
"2024-04-14,GROC-002,Grocery,11.92,3.41,1,0.26,87,4"
"2024-04-14,GROC-001,Grocery,12.14,13.32,0,0.0,60,4"
"2024-04-14,GROC-003,Grocery,14.65,13.92,0,0.0,31,4"
"2024-04-14,FURN-001,Furniture,380.72,371.23,0,0.0,10,4"
"2024-04-14,FURN-005,Furniture,344.32,350.76,0,0.0,15,4"
"2024-04-14,GARD-002,Garden,52.79,54.8,1,0.17,41,4"
"2024-04-14,GARD-002,Garden,55.61,53.77,0,0.0,18,4"
"2024-04-15,ELEC-002,Electronics,337.48,341.96,0,0.0,16,4"
"2024-04-15,ELEC-002,Electronics,339.39,330.28,0,0.0,11,4"
"2024-04-15,ELEC-005,Electronics,313.32,320.96,0,0.0,15,4"
"2024-04-15,APRL-003,Apparel,45.92,49.36,0,0.0,40,4"
"2024-04-15,APRL-004,Apparel,49.15,52.45,0,0.0,38,4"
"2024-04-15,HOME-004,Home_Goods,77.68,68.45,1,0.25,32,4"
"2024-04-15,HOME-003,Home_Goods,85.73,93.64,0,0.0,18,4"
"2024-04-15,HOME-003,Home_Goods,67.68,76.94,1,0.19,52,4"
"2024-04-15,TOYS-005,Toys,32.03,31.05,0,0.0,9,4"
"2024-04-15,TOYS-003,Toys,34.34,28.96,0,0.0,7,4"
"2024-04-15,SPRT-004,Sports,73.34,73.83,0,0.0,27,4"
"2024-04-15,SPRT-005,Sports,106.01,104.95,1,0.12,15,4"
"2024-04-15,BETY-005,Beauty,35.87,29.57,1,0.11,31,4"
"2024-04-15,BETY-002,Beauty,37.25,31.46,0,0.0,19,4"
"2024-04-15,BETY-002,Beauty,30.25,33.83,0,0.0,37,4"
"2024-04-15,BOOK-005,Books,15.51,11.08,1,0.17,38,4"
"2024-04-15,BOOK-005,Books,14.78,13.33,0,0.0,32,4"
"2024-04-15,BOOK-003,Books,21.03,12.76,1,0.35,36,4"
"2024-04-15,GROC-001,Grocery,13.93,10.64,0,0.0,32,4"
"2024-04-15,GROC-003,Grocery,12.62,21.29,1,0.37,138,4"
"2024-04-15,GROC-004,Grocery,13.23,16.94,0,0.0,40,4"
"2024-04-15,FURN-003,Furniture,374.72,379.6,0,0.0,11,4"
"2024-04-15,FURN-002,Furniture,413.95,410.6,1,0.17,9,4"
"2024-04-15,GARD-005,Garden,48.96,44.66,0,0.0,20,4"
